,DiaChi,GiaBan,DuAn,DienTich,TinhTrangBDS,Gia/m2,PhongNgu,PhongVeSinh,SoTang,TinhTrangGiayTo,TinhTrangNoiThat,HuongBanCong,HuongCua,DacDiem,Quan
1022,"số 88, số 88 Số 88 đường N1, phường Sơn Kỳ, quận Tân Phú, Tp.HCM, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",3.25,Celadon City,80.0,Đã bàn giao,40.63,3.0,2.0,,Đã có sổ,Nội thất cao cấp,,,, Quận Tân Phú
1023,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh",5.3,Vinhomes Golden River BaSon,50.6,Đã bàn giao,104.74,1.0,1.0,21.0,,,,,, Quận 1
1024,"Số 207, Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh",1.8,Richmond City,68.0,Đã bàn giao,26.47,2.0,2.0,,,,,,, Quận Bình Thạnh
1025,"Lũy Bán Bích, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh",2.7,Khu căn hộ Sacomreal-584,82.0,Đã bàn giao,32.93,2.0,2.0,,,,,,, Quận Tân Phú
1026,"Bế Văn Cấm, Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh",1.68,M-One Nam Sài Gòn,35.0,Đã bàn giao,48.0,1.0,1.0,,,,,,, Quận 7
1027,"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.52,The Origami – Vinhomes Grand Park,30.0,Đã bàn giao,50.67,1.0,1.0,19.0,,,,,, Thành phố Thủ Đức
1028,"13E, 13E Đường Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh",2.1,Sài Gòn Intela,78.0,Đã bàn giao,26.92,3.0,,,,,,,, Huyện Bình Chánh
1029,"49, Đường Lê Quang Kim, Phường 8, Quận 8, Tp Hồ Chí Minh",2.7,Diamond Lotus Riverside,50.0,Đã bàn giao,54.0,1.0,1.0,15.0,Đã có sổ,Nội thất đầy đủ,Đông Nam,Tây Bắc,, Quận 8
1030,"Đường Nguyễn Văn Linh, Phường Tân Thuận Tây,  Quận 7, Hồ Chí Minh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh",3.6,Eco Green Sài Gòn,64.0,Đã bàn giao,56.25,2.0,2.0,7.0,Đang chờ sổ,Hoàn thiện cơ bản,,,, Quận 7
1031,"Số 207, Số 207 Số 207 Nguyễn Xí, phường 26, quận Bình Thạnh, Tp.HCM, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh",1.56,Richmond City,66.0,Đã bàn giao,23.64,2.0,2.0,12.0,Đã có sổ,Nội thất đầy đủ,,,, Quận Bình Thạnh
1032,"Võ Chí Công, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.25,Safira Khang Điền (Sapphire Khang Điền),50.0,Đã bàn giao,45.0,1.0,1.0,,,,,,, Thành phố Thủ Đức
1033,"Đường Trịnh Quan Nghị, Phường 7, Quận 8, Thành phố Hồ Chí Minh, Phường 7, Quận 8, Tp Hồ Chí Minh",2.25,Dream Home Palace,79.0,Đã bàn giao,28.48,3.0,2.0,6.0,Đang chờ sổ,,Đông Bắc,Tây Nam,Căn góc, Quận 8
1034,"Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",2.33,Akari City,56.0,Chưa bàn giao,41.61,2.0,2.0,,Đang chờ sổ,Hoàn thiện cơ bản,Nam,Bắc,, Quận Bình Tân
1035,"39, Bến Vân Đồn, Phường 13, Quận 4, Tp Hồ Chí Minh",1.68,The Tresor,1.0,Đã bàn giao,1680.0,2.0,1.0,,,,,,, Quận 4
1036,"An Lạc, Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh",2.9,Moonlight Park View,62.0,Đã bàn giao,46.77,2.0,,,,,,,, Quận Bình Tân
1037,"số 88, số 88 Số 88 đường N1, phường Sơn Kỳ, quận Tân Phú, Tp.HCM, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",1.876,Celadon City,50.0,Chưa bàn giao,37.52,1.0,1.0,,,Nội thất đầy đủ,,,, Quận Tân Phú
1038,"Lê Văn Khương, Phường Thới An, Quận 12, Tp Hồ Chí Minh",2.205,Võ Đình Apartment,90.84,Đã bàn giao,24.27,2.0,,3.0,Đã có sổ,Hoàn thiện cơ bản,Đông,Tây,, Quận 12
1039,"D1, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh",2.2,Wilton Tower,1.0,Chưa bàn giao,2200.0,2.0,2.0,,Đã có sổ,Nội thất cao cấp,,,Căn góc, Quận Bình Thạnh
1040,"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.98,Vinhomes Grand Park,46.3,Đã bàn giao,42.76,1.0,1.0,10.0,Đang chờ sổ,Hoàn thiện cơ bản,Đông Nam,Tây Bắc,, Thành phố Thủ Đức
1041,"Đường Nguyễn Hữu Thọ, Nhà Bè, Hồ Chí Minh, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",2.79,Saigon South Residences,72.0,Đã bàn giao,38.75,2.0,2.0,,,,,,, Huyện Nhà Bè
1042,"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.9,Vinhomes Grand Park,69.0,Đã bàn giao,42.03,2.0,2.0,,Đang chờ sổ,Nội thất đầy đủ,Đông Bắc,Tây Nam,, Thành phố Thủ Đức
1043,"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",1.8,Saigon Riverside Complex Q7,54.0,Đã bàn giao,33.33,1.0,1.0,,,,,,, Quận 7
1044,"Ngô Chí Quốc, Phường Bình Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.95,TDH RiverView,62.0,Đã bàn giao,31.45,2.0,2.0,12.0,Đang chờ sổ,Nội thất đầy đủ,Đông Nam,Tây Bắc,, Thành phố Thủ Đức
1045,"Đường Trịnh Quan Nghị, Phường 7, Quận 8, Thành phố Hồ Chí Minh, Phường 7, Quận 8, Tp Hồ Chí Minh",1.8,Dream Home Palace,62.0,Đã bàn giao,29.03,2.0,2.0,,,,Đông Nam,,, Quận 8
1046,"370, Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",2.38,LuxGarden,65.0,Đã bàn giao,36.62,2.0,2.0,,Đã có sổ,Nội thất đầy đủ,Tây Bắc,Đông Nam,, Quận 7
1047,"239 – 241 – 278, Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh",1.53,Căn hộ RichStar,65.0,Đã bàn giao,23.54,2.0,2.0,6.0,Đã có sổ,Nội thất đầy đủ,,,, Quận Tân Phú
1048,"262/13, Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",1.77,Khu căn hộ IDICO Tân Phú,58.0,Đã bàn giao,30.52,2.0,2.0,,,,,,, Quận Tân Phú
1049,"208, 208 Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",9.4,Vinhomes Central Park,115.0,Chưa bàn giao,81.74,3.0,2.0,35.0,Giấy tờ khác,Nội thất đầy đủ,,,, Quận Bình Thạnh
1050,"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",2.0,Saigon Riverside Complex Q7,70.0,Đã bàn giao,28.57,2.0,2.0,,,,,,, Quận 7
1051,"Bế Văn Cấm, Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh",2.1,M-One Nam Sài Gòn,50.0,Đã bàn giao,42.0,1.0,1.0,,,Nội thất đầy đủ,Bắc,Nam,, Quận 7
1052,"số 152, số 152 Đường Điện Biên Phủ, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh",4.3,152 Điện Biên Phủ,75.0,Chưa bàn giao,57.33,2.0,2.0,,,,,,, Quận Bình Thạnh
1053,"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp H",2.78,Sunrise Riverside,70.0,Đã bàn giao,39.71,2.0,2.0,,,,,,, Huyện Nhà Bè
1054,"315, Lý Thường Kiệt, Phường 15, Quận 11, Tp Hồ Chí Minh",3.1,Căn hộ Thuận Việt,77.0,Đã bàn giao,40.26,2.0,1.0,,Đã có sổ,,,,, Quận 11
1055,"D7, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.6,Ricca,73.0,Đã bàn giao,35.62,2.0,,,,,,,, Thành phố Thủ Đức
1056,"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",5.35,Celadon City,107.5,Chưa bàn giao,49.77,3.0,2.0,,,,,,, Quận Tân Phú
1057,"341/13A, Khuông Việt, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh",2.25,Khuông Việt,50.0,Đã bàn giao,45.0,1.0,1.0,,Đã có sổ,,,,, Quận Tân Phú
1058,"17, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",2.55,Hoàng Anh Thanh Bình,73.0,Đã bàn giao,34.93,2.0,1.0,,,,,,, Quận 7
1059,"Nguyễn Cơ Thạch, Phường Thủ Thiêm (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",9.66,Thu Thiem Zeit River,60.0,Chưa bàn giao,161.0,1.0,1.0,,Giấy tờ khác,Hoàn thiện cơ bản,,,, Thành phố Thủ Đức
1060,"224/5, Quốc Lộ 13, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh",1.52,The Morning Star Plaza,82.0,Đã bàn giao,18.54,2.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,, Quận Bình Thạnh
1061,"Phan Chu Trinh, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.4,Centum Wealth Complex,54.0,Đã bàn giao,44.44,2.0,,,,,,,, Thành phố Thủ Đức
1062,"Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",1.9,EHome 3,68.0,Đã bàn giao,27.94,2.0,,,,,,,Căn góc, Quận Bình Tân
1063,"Cô Giang, Phường Cô Giang, Quận 1, Tp Hồ Chí Minh",2.8,Soho Residence,30.0,Đã bàn giao,93.33,1.0,1.0,20.0,,Nội thất đầy đủ,,,, Quận 1
1064,"Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",2.6,Viva Plaza,50.0,Chưa bàn giao,52.0,2.0,2.0,23.0,,,,,, Quận 7
1065,"Số 8, Gò Dưa, Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.73,Sunview Town,57.0,Đã bàn giao,30.35,2.0,,,,,,,, Thành phố Thủ Đức
1066,"20, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",5.0,Opal Garden,86.0,Đã bàn giao,58.14,3.0,,12.0,Đã có sổ,Nội thất cao cấp,,,Căn góc, Thành phố Thủ Đức
1067,"Trịnh Quang Nghị, Phường 7, Quận 8, Tp Hồ Chí Minh",1.896,Dream Home Palace,62.0,Đã bàn giao,30.58,2.0,2.0,,,,,,, Quận 8
1068,"119, Bình Long, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",2.1,Căn hộ 8X Rainbow (Ngọc Đông Dương),83.0,Đã bàn giao,25.3,3.0,2.0,,Đang chờ sổ,,,,, Quận Bình Tân
1069,"196, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh",2.85,Topaz Elite,86.0,Đã bàn giao,33.14,3.0,2.0,,,,,,Căn góc, Quận 8
1070,"Số 207, Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh",2.1,Richmond City,66.0,Đã bàn giao,31.82,2.0,2.0,,,,,,, Quận Bình Thạnh
1071,"Số 200, 12, Phường 12, Quận 10, Tp Hồ Chí Minh",13.3,Hà Đô Centrosa Garden,138.0,Chưa bàn giao,96.38,4.0,3.0,,Đã có sổ,,Tây Nam,Đông Nam,, Quận 10
1072,"Phạm Văn Đồng, Phường Linh Tây (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.3,Flora Novia,57.0,Đã bàn giao,40.35,2.0,2.0,,,,,,, Thành phố Thủ Đức
1073,"13E, 13E Đường Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh",1.43,Sài Gòn Intela,50.0,Đã bàn giao,28.6,2.0,2.0,,,,,,, Huyện Bình Chánh
1074,"Số 200, Số 200 đường 3/2, Phường 12, Quận 10, Tp Hồ Chí Minh",7.8,Hà Đô Centrosa Garden,86.0,Đã bàn giao,90.7,2.0,2.0,,Đang chờ sổ,Nội thất cao cấp,,,, Quận 10
1075,"Khu dân cư 13C, Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh",2.8,Calla Garden (Aview 2),94.29,Đã bàn giao,29.7,3.0,2.0,16.0,Giấy tờ khác,Hoàn thiện cơ bản,Bắc,Nam,Căn góc, Huyện Bình Chánh
1076,"Lê Văn Khương, Phường Thới An, Quận 12, Tp Hồ Chí Minh",1.7,Võ Đình Apartment,66.0,Đã bàn giao,25.76,2.0,1.0,9.0,Đã có sổ,Nội thất đầy đủ,,,Căn góc, Quận 12
1077,"90A, 90A 90A Lý Thường Kiệt, Phường 14, Quận 10, Hồ Chí Minh, Phường 14, Quận 10, Tp Hồ Chí Minh",4.5,Xi Grand Court,70.0,Đã bàn giao,64.29,2.0,2.0,8.0,Đã có sổ,Hoàn thiện cơ bản,,,, Quận 10
1078,"Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",6.3,Sunrise City,130.0,Chưa bàn giao,48.46,3.0,,,Đã có sổ,,,,, Quận 7
1079,"Đường Nguyễn Văn Linh, phường An Phú Tây, huyện Bình Chánh, Tp.HCM, Xã An Phú Tây, Huyện Bình Chánh, Tp Hồ Chí Minh",1.35,HQC Plaza,68.0,Đã bàn giao,19.85,2.0,2.0,,,,,,, Huyện Bình Chánh
1080,"104 Đường Hồ Văn Tư, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.85,Lan Phương MHBR Tower,96.0,Đã bàn giao,29.69,3.0,2.0,,Đã có sổ,Nội thất cao cấp,Đông Bắc,Đông Nam,, Thành phố Thủ Đức
1081,"13E, 13E Đường Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh",1.4,Sài Gòn Intela,55.0,Đã bàn giao,25.45,2.0,2.0,,,,,,, Huyện Bình Chánh
1082,"Phạm Văn Đồng, Phường Linh Tây (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.4,Flora Novia,57.0,Đã bàn giao,42.11,2.0,,12.0,,,,,, Thành phố Thủ Đức
1083,"D7, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.0,Ricca,57.0,Đã bàn giao,35.09,2.0,,,,,,,, Thành phố Thủ Đức
1084,"96, 96 đường Trần Đại Nghĩa, Phường Tân Tạo A, Quận Bình Tân, Tp Hồ Chí Minh",1.35,Vision Bình Tân,49.0,Đã bàn giao,27.55,1.0,1.0,,Đang chờ sổ,,,,Căn góc, Quận Bình Tân
1085,"196, 196 Số 195 Cao Lỗ, phường 4, quận 8, Tp.HCM, Phường 4, Quận 8, Tp Hồ Chí Minh",2.35,Topaz Elite,73.0,Đã bàn giao,32.19,2.0,2.0,17.0,Đang chờ sổ,Nội thất cao cấp,Đông Bắc,Tây Nam,Căn góc, Quận 8
1086,"Đường Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Thành phố Hồ Chí Minh, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",1.82,EHome 3,64.0,Đã bàn giao,28.44,2.0,2.0,,Đã có sổ,Nội thất đầy đủ,Tây Bắc,Đông Nam,, Quận Bình Tân
1087,"Số 1, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.0,Lavita Charm,51.0,Đã bàn giao,39.22,1.0,,,,,,,, Thành phố Thủ Đức
1088,"Số 207, Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh",1.65,Richmond City,1.0,Đã bàn giao,1650.0,2.0,2.0,,Đã có sổ,Hoàn thiện cơ bản,,,, Quận Bình Thạnh
1089,"Xa Lộ Hà Nội, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.7,Saigon Gateway,65.0,Đã bàn giao,41.54,2.0,,,,,,,, Thành phố Thủ Đức
1090,"Tân Phú, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",11.8,Phân khu The Peak - Midtown Phú Mỹ Hưng,124.0,Chưa bàn giao,95.16,3.0,,6.0,,Hoàn thiện cơ bản,Tây Bắc,Đông Nam,, Quận 7
1091,"Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",2.2,Belleza Apartment,76.0,Đã bàn giao,28.95,2.0,2.0,,Đã có sổ,Hoàn thiện cơ bản,Đông Nam,Tây Bắc,, Quận 7
1092,"Xa Lộ Hà Nội, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.9,Saigon Gateway,65.0,Đã bàn giao,29.23,2.0,,,,,,,, Thành phố Thủ Đức
1093,"Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",3.05,Belleza Apartment,124.0,Đã bàn giao,24.6,3.0,2.0,,Đã có sổ,Hoàn thiện cơ bản,Đông Bắc,Đông Nam,, Quận 7
1094,"Hồng Hà, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",6.4,Botanica Premier,95.0,Đã bàn giao,67.37,3.0,2.0,,Giấy tờ khác,Nội thất cao cấp,Đông Nam,Tây Bắc,Căn góc, Quận Tân Bình
1095,"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",1.7,Saigon Riverside Complex Q7,62.0,Đã bàn giao,27.42,1.0,,,,,,,, Quận 7
1096,"334, Tô Hiến Thành, Phường 14, Quận 10, Tp Hồ Chí Minh",3.6,Kingdom 101,48.0,Đã bàn giao,75.0,1.0,1.0,,,,,,, Quận 10
1097,"196, 196 Số 195 Cao Lỗ, phường 4, quận 8, Tp.HCM, Phường 4, Quận 8, Tp Hồ Chí Minh",2.79,Topaz Elite,86.0,Chưa bàn giao,32.44,3.0,2.0,19.0,Đang chờ sổ,Nội thất cao cấp,Bắc,Nam,, Quận 8
1098,"265-197, 265-197 Đường số 9A, Khu chức năng 6A, Khu dân cư Trung Sơn, Xã Bình Hưng, Huyện Bình Chánh, TP Hồ Chí Minh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh",3.5,Saigon Mia,78.0,Chưa bàn giao,44.87,2.0,2.0,,,,,,, Huyện Bình Chánh
1099,"Số 114, An Dương Vương, Phường 16, Quận 8, Tp Hồ Chí Minh",1.42,The Avila,1.0,Đã bàn giao,1420.0,2.0,2.0,,,,,,, Quận 8
1100,"Phú Hữu, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",0.84,Ehome S_Kikyo Q9,40.0,Đã bàn giao,21.0,1.0,,68.0,,Nội thất đầy đủ,,,, Thành phố Thủ Đức
1101,"số 88, số 88 Số 88 đường N1, phường Sơn Kỳ, quận Tân Phú, Tp.HCM, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",2.845,Celadon City,80.0,Đã bàn giao,35.56,3.0,2.0,,,,,,, Quận Tân Phú
1102,"Số 383, Bình Trưng Tây, Phường Bình Trưng Tây (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",3.2,La Astoria,97.0,Đã bàn giao,32.99,3.0,,,Đang chờ sổ,Nội thất đầy đủ,,,Căn góc, Thành phố Thủ Đức
1103,"Đường Vườn Lài, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh",2.4,Fortuna Vườn Lài (Kim Hồng Fortuna),82.0,Đã bàn giao,29.27,2.0,2.0,14.0,Đã có sổ,Nội thất đầy đủ,,,Căn góc, Quận Tân Phú
1104,"783, Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",4.5,Hoàng Anh Gia Lai 2,236.0,Đã bàn giao,19.07,5.0,4.0,13.0,Đã có sổ,Hoàn thiện cơ bản,Tây Nam,Đông Nam,Căn góc, Quận 7
1105,"Bình An, Phường An Khánh (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",22.0,The River Thủ Thiêm,140.0,Đã bàn giao,157.14,3.0,2.0,,,,,,, Thành phố Thủ Đức
1106,"Số 200, 12, Phường 12, Quận 10, Tp Hồ Chí Minh",6.8,Hà Đô Centrosa Garden,79.0,Đã bàn giao,86.08,2.0,2.0,,,,,,, Quận 10
1107,"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",2.15,Saigon Riverside Complex Q7,54.0,Đã bàn giao,39.81,1.0,1.0,,Giấy tờ khác,Nội thất cao cấp,,,, Quận 7
1108,"208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",10.5,Vinhomes Central Park,100.0,Chưa bàn giao,105.0,3.0,2.0,,,,Nam,Bắc,, Quận Bình Thạnh
1109,"Số 181, Cao Thắng, Phường 12, Quận 10, Tp Hồ Chí Minh",3.8,Charmington La Pointe,72.0,Đã bàn giao,52.78,2.0,2.0,,,,,,, Quận 10
1110,"số 8, Hoàng Minh Giám, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh",1.74,Garden Gate,79.0,Đã bàn giao,22.03,2.0,,,,,,,, Quận Phú Nhuận
1111,"Số 1, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.37,Lavita Charm,68.0,Đã bàn giao,20.15,2.0,2.0,12.0,Đã có sổ,Nội thất cao cấp,Đông Nam,Tây Bắc,, Thành phố Thủ Đức
1112,"Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",2.7,Akari City,75.0,Đã bàn giao,36.0,2.0,2.0,,,,,,, Quận Bình Tân
1113,"Xô Viết Nghệ Tĩnh, Phường 21, Quận Bình Thạnh, Tp Hồ Chí Minh",1.945,Chung cư Mỹ Đức,93.0,Đã bàn giao,20.91,2.0,2.0,,Đã có sổ,,,,, Quận Bình Thạnh
1114,"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",2.89,Hưng Phát Silver Star,80.4,Đã bàn giao,35.95,1.0,,,Đã có sổ,Bàn giao thô,Đông,Đông,Căn góc, Huyện Nhà Bè
1115,"Số 383 383 Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh, Phường Bình Trưng Tây (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",3.5,La Astoria,106.0,Đã bàn giao,33.02,3.0,3.0,,Đang chờ sổ,Nội thất đầy đủ,Nam,,, Thành phố Thủ Đức
1116,"195, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh",1.59,Topaz City,70.0,Đã bàn giao,22.71,2.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,, Quận 8
1117,"Số 200, Số 200 đường 3/2, Phường 12, Quận 10, Tp Hồ Chí Minh",7.4,Hà Đô Centrosa Garden,87.0,Đã bàn giao,85.06,2.0,,,,,,,, Quận 10
1118,"196, 196 Đường Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh",2.7,Topaz Elite,86.0,Đã bàn giao,31.4,3.0,2.0,11.0,Đang chờ sổ,Hoàn thiện cơ bản,Nam,Bắc,Căn góc, Quận 8
1119,"đường Hoàng Quốc Việt, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",2.25,Căn hộ Hoàng Quốc Việt,60.0,Đã bàn giao,37.5,2.0,2.0,12.0,Đã có sổ,Nội thất cao cấp,,,Căn góc, Quận 7
1120,"Hậu Giang, Phường 11, Quận 6, Tp Hồ Chí Minh",3.6,Him Lam Chợ Lớn,82.0,Đã bàn giao,43.9,2.0,2.0,21.0,,,Tây,Bắc,Căn góc, Quận 6
1121,"7/28, Thành Thái, Phường 14, Quận 10, Tp Hồ Chí Minh",2.85,Rivera Park Sài Gòn,74.0,Đã bàn giao,38.51,2.0,2.0,,,,,,, Quận 10
1122,"Đường Hậu Giang, Phường 11, Quận 6 , Tp.HCM , Việt Nam, Phường 11, Quận 6, Tp Hồ Chí Minh",3.2,Him Lam Chợ Lớn,83.0,Chưa bàn giao,38.55,2.0,2.0,,,,,,, Quận 6
1123,"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",3.15,Phú Hoàng Anh,129.0,Đã bàn giao,24.42,3.0,2.0,15.0,Đã có sổ,Nội thất đầy đủ,Tây Nam,Đông Bắc,, Huyện Nhà Bè
1124,"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",2.0,Saigon Riverside Complex Q7,53.0,Đã bàn giao,37.74,2.0,2.0,,,,,,Căn góc, Quận 7
1125,"208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",10.5,Vinhomes Central Park,116.0,Đã bàn giao,90.52,3.0,2.0,,,,,,, Quận Bình Thạnh
1126,"Phạm Văn Đồng, Phường Linh Tây (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.627,Flora Novia,57.0,Đã bàn giao,28.54,2.0,1.0,,Đã có sổ,,,,, Thành phố Thủ Đức
1127,"Đường Nguyễn Thị Thập, Phường Tân Phú, Quận 7, Hồ Chí Minh, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",3.29,Docklands Sài Gòn,1.0,Đã bàn giao,3290.0,2.0,2.0,,Đã có sổ,Nội thất cao cấp,,,, Quận 7
1128,"Lô 5, Bình Hưng Hòa B, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",2.1,Green Town Bình Tân,68.0,Chưa bàn giao,30.88,2.0,2.0,,,Hoàn thiện cơ bản,,,, Quận Bình Tân
1129,"Bình Trưng Tây, Phường Bình Trưng Tây (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",3.25,Homyland 3 (Homyland Riverside),81.0,Chưa bàn giao,40.12,2.0,2.0,,Đang chờ sổ,Nội thất đầy đủ,,,, Thành phố Thủ Đức
1130,"Lô A1, Tân Hưng, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",1.59,Florita,70.0,Đã bàn giao,22.71,2.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,, Quận 7
1131,"241/42, Nguyễn Văn Luông, Phường 11, Quận 6, Tp Hồ Chí Minh",1.886,Starlight Riverside,54.0,Đã bàn giao,34.93,1.0,1.0,,Đã có sổ,Nội thất cao cấp,,,, Quận 6
